Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Cell_type,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study,doner_id,donor_id
SRR3985973,OTHER,152,26469888,PRJNA299657,SAMN05463064,8261369,"acute myeloid leukemia\, leukmeia stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1987992,GSM2255051,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255051,LSC,SRP065190,SU353,
SRR3985974,OTHER,152,41761392,PRJNA299657,SAMN05463063,15478564,"acute myeloid leukemia\, leukmeia stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1987993,GSM2255052,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255052,LSC,SRP065190,SU353,
SRR3985975,OTHER,152,36452792,PRJNA299657,SAMN05463062,11129159,"acute myeloid leukemia\, leukmeia stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1987994,GSM2255053,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255053,LSC,SRP065190,SU353,
SRR3985976,OTHER,152,53362336,PRJNA299657,SAMN05463061,19787687,"acute myeloid leukemia\, leukmeia stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1987995,GSM2255054,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255054,LSC,SRP065190,SU353,
SRR3985977,OTHER,152,40844376,PRJNA299657,SAMN05463060,13098567,"acute myeloid leukemia\, leukmeia stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1987996,GSM2255055,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255055,LSC,SRP065190,SU353,
SRR3985978,OTHER,152,39164320,PRJNA299657,SAMN05462902,13383502,"acute myeloid leukemia\, leukmeia stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1987997,GSM2255056,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255056,LSC,SRP065190,SU353,
SRR3985979,OTHER,152,50825000,PRJNA299657,SAMN05462901,18914382,"acute myeloid leukemia\, leukmeia stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1987998,GSM2255057,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255057,LSC,SRP065190,SU353,
SRR3985980,OTHER,152,36089968,PRJNA299657,SAMN05462900,13071299,"acute myeloid leukemia\, leukmeia stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1987999,GSM2255058,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255058,LSC,SRP065190,SU353,
SRR3985981,OTHER,152,43446312,PRJNA299657,SAMN05462899,14745959,"acute myeloid leukemia\, leukmeia stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988000,GSM2255059,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255059,LSC,SRP065190,SU353,
SRR3985982,OTHER,152,37559048,PRJNA299657,SAMN05462898,11381612,"acute myeloid leukemia\, leukmeia stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988001,GSM2255060,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255060,LSC,SRP065190,SU353,
SRR3985983,OTHER,152,40078144,PRJNA299657,SAMN05462897,12289863,"acute myeloid leukemia\, leukmeia stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988002,GSM2255061,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255061,LSC,SRP065190,SU353,
SRR3985984,OTHER,152,33711928,PRJNA299657,SAMN05462896,9649323,"acute myeloid leukemia\, leukmeia stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988003,GSM2255062,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255062,LSC,SRP065190,SU353,
SRR3985985,OTHER,152,26262864,PRJNA299657,SAMN05462895,7835925,"acute myeloid leukemia\, leukmeia stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988004,GSM2255063,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255063,LSC,SRP065190,SU353,
SRR3985986,OTHER,152,46680720,PRJNA299657,SAMN05462894,17308719,"acute myeloid leukemia\, leukmeia stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988005,GSM2255064,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255064,LSC,SRP065190,SU353,
SRR3985987,OTHER,152,44558192,PRJNA299657,SAMN05462893,13816281,"acute myeloid leukemia\, leukmeia stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988006,GSM2255065,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255065,LSC,SRP065190,SU353,
SRR3985988,OTHER,152,59182416,PRJNA299657,SAMN05462892,21472730,"acute myeloid leukemia\, leukmeia stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988007,GSM2255066,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255066,LSC,SRP065190,SU353,
SRR3985989,OTHER,152,54849656,PRJNA299657,SAMN05462891,18115244,"acute myeloid leukemia\, leukmeia stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988008,GSM2255067,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255067,LSC,SRP065190,SU353,
SRR3985990,OTHER,152,63258904,PRJNA299657,SAMN05462890,22413319,"acute myeloid leukemia\, leukmeia stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988009,GSM2255068,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255068,LSC,SRP065190,SU353,
SRR3985991,OTHER,152,51709792,PRJNA299657,SAMN05462889,19627620,"acute myeloid leukemia\, leukmeia stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988010,GSM2255069,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255069,LSC,SRP065190,SU353,
SRR3985992,OTHER,152,36276016,PRJNA299657,SAMN05462888,13160205,"acute myeloid leukemia\, leukmeia stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988011,GSM2255070,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255070,LSC,SRP065190,SU353,
SRR3985993,OTHER,152,52080672,PRJNA299657,SAMN05462887,18772714,"acute myeloid leukemia\, leukmeia stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988012,GSM2255071,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255071,LSC,SRP065190,SU353,
SRR3985994,OTHER,152,59283344,PRJNA299657,SAMN05462886,20271037,"acute myeloid leukemia\, leukmeia stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988013,GSM2255072,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255072,LSC,SRP065190,SU353,
SRR3985995,OTHER,152,57857280,PRJNA299657,SAMN05462885,17939086,"acute myeloid leukemia\, leukmeia stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988014,GSM2255073,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255073,LSC,SRP065190,SU353,
SRR3985996,OTHER,152,49586808,PRJNA299657,SAMN05462884,13967636,"acute myeloid leukemia\, leukmeia stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988015,GSM2255074,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255074,LSC,SRP065190,SU353,
SRR3985997,OTHER,152,21526392,PRJNA299657,SAMN05462883,7088392,"acute myeloid leukemia\, leukmeia stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988016,GSM2255075,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255075,LSC,SRP065190,SU353,
SRR3985998,OTHER,152,39815184,PRJNA299657,SAMN05462882,14104371,"acute myeloid leukemia\, leukmeia stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988017,GSM2255076,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255076,LSC,SRP065190,SU353,
SRR3985999,OTHER,152,36467384,PRJNA299657,SAMN05462881,10974492,"acute myeloid leukemia\, leukmeia stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988018,GSM2255077,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255077,LSC,SRP065190,SU353,
SRR3986000,OTHER,152,72627728,PRJNA299657,SAMN05462880,25729894,"acute myeloid leukemia\, leukmeia stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988019,GSM2255078,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255078,LSC,SRP065190,SU353,
SRR3986001,OTHER,152,50476920,PRJNA299657,SAMN05462879,15496222,"acute myeloid leukemia\, leukmeia stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988020,GSM2255079,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255079,LSC,SRP065190,SU353,
SRR3986002,OTHER,152,60380784,PRJNA299657,SAMN05462878,20890924,"acute myeloid leukemia\, leukmeia stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988021,GSM2255080,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255080,LSC,SRP065190,SU353,
SRR3986003,OTHER,152,49914064,PRJNA299657,SAMN05462877,18783931,"acute myeloid leukemia\, leukmeia stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988022,GSM2255081,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255081,LSC,SRP065190,SU353,
SRR3986004,OTHER,152,39460264,PRJNA299657,SAMN05462876,14667583,"acute myeloid leukemia\, leukmeia stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988023,GSM2255082,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255082,LSC,SRP065190,SU353,
SRR3986005,OTHER,152,40754848,PRJNA299657,SAMN05462875,13956696,"acute myeloid leukemia\, leukmeia stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988024,GSM2255083,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255083,LSC,SRP065190,SU353,
SRR3986006,OTHER,152,47720704,PRJNA299657,SAMN05462874,14657807,"acute myeloid leukemia\, leukmeia stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988025,GSM2255084,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255084,LSC,SRP065190,SU353,
SRR3986007,OTHER,152,56496424,PRJNA299657,SAMN05462873,18584158,"acute myeloid leukemia\, leukmeia stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988026,GSM2255085,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255085,LSC,SRP065190,SU353,
SRR3986008,OTHER,152,37973704,PRJNA299657,SAMN05462872,10936141,"acute myeloid leukemia\, leukmeia stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988027,GSM2255086,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255086,LSC,SRP065190,SU353,
SRR3986009,OTHER,152,28943536,PRJNA299657,SAMN05462871,10118621,"acute myeloid leukemia\, leukmeia stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988028,GSM2255087,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255087,LSC,SRP065190,SU353,
SRR3986010,OTHER,152,38853328,PRJNA299657,SAMN05462870,13887152,"acute myeloid leukemia\, leukmeia stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988029,GSM2255088,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255088,LSC,SRP065190,SU353,
SRR3986011,OTHER,152,37977656,PRJNA299657,SAMN05462869,11612558,"acute myeloid leukemia\, leukmeia stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988030,GSM2255089,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255089,LSC,SRP065190,SU353,
SRR3986012,OTHER,152,63841368,PRJNA299657,SAMN05462868,22811296,"acute myeloid leukemia\, leukmeia stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988031,GSM2255090,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255090,LSC,SRP065190,SU353,
SRR3986013,OTHER,152,46426120,PRJNA299657,SAMN05462867,13835161,"acute myeloid leukemia\, leukmeia stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988032,GSM2255091,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255091,LSC,SRP065190,SU353,
SRR3986014,OTHER,152,21055040,PRJNA299657,SAMN05462866,7086761,"acute myeloid leukemia\, leukmeia stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988033,GSM2255092,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255092,LSC,SRP065190,SU353,
SRR3986015,OTHER,152,55163536,PRJNA299657,SAMN05462865,21211725,"acute myeloid leukemia\, leukmeia stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988034,GSM2255093,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255093,LSC,SRP065190,SU353,
SRR3986016,OTHER,152,32068504,PRJNA299657,SAMN05462864,11435184,"acute myeloid leukemia\, leukmeia stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988035,GSM2255094,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255094,LSC,SRP065190,SU353,
SRR3986017,OTHER,152,39247616,PRJNA299657,SAMN05462863,13492855,"acute myeloid leukemia\, leukmeia stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988036,GSM2255095,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255095,LSC,SRP065190,SU353,
SRR3986018,OTHER,152,64399208,PRJNA299657,SAMN05462862,21938522,"acute myeloid leukemia\, leukmeia stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988037,GSM2255096,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255096,LSC,SRP065190,SU353,
SRR3986019,OTHER,152,60385648,PRJNA299657,SAMN05462861,16732255,"acute myeloid leukemia\, leukmeia stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988038,GSM2255097,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255097,LSC,SRP065190,SU353,
SRR3986020,OTHER,152,13087656,PRJNA299657,SAMN05462860,4631770,"acute myeloid leukemia\, leukmeia stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988039,GSM2255098,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255098,LSC,SRP065190,SU353,
SRR3986021,OTHER,152,27441776,PRJNA299657,SAMN05462859,9384788,"acute myeloid leukemia\, leukmeia stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988040,GSM2255099,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255099,LSC,SRP065190,SU353,
SRR3986022,OTHER,152,42378208,PRJNA299657,SAMN05462858,14883259,"acute myeloid leukemia\, leukmeia stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988041,GSM2255100,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255100,LSC,SRP065190,SU353,
SRR3986023,OTHER,152,38751184,PRJNA299657,SAMN05462857,11426722,"acute myeloid leukemia\, leukmeia stem cell",GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988042,GSM2255101,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255101,LSC,SRP065190,SU353,
SRR3986024,OTHER,152,53092080,PRJNA299657,SAMN05462856,15411839,lymphoid primed multipotent progenitor,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988043,GSM2255102,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255102,LMPP,SRP065190,BM1077,
SRR3986025,OTHER,152,58026152,PRJNA299657,SAMN05462855,17118224,lymphoid primed multipotent progenitor,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988044,GSM2255103,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255103,LMPP,SRP065190,BM1077,
SRR3986026,OTHER,152,50086584,PRJNA299657,SAMN05462854,15351450,lymphoid primed multipotent progenitor,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988045,GSM2255104,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255104,LMPP,SRP065190,BM1077,
SRR3986027,OTHER,152,77103216,PRJNA299657,SAMN05462853,22547060,lymphoid primed multipotent progenitor,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988046,GSM2255105,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255105,LMPP,SRP065190,BM1077,
SRR3986028,OTHER,152,65875736,PRJNA299657,SAMN05462852,18678983,lymphoid primed multipotent progenitor,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988047,GSM2255106,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255106,LMPP,SRP065190,BM1077,
SRR3986029,OTHER,152,60756832,PRJNA299657,SAMN05462851,15883736,lymphoid primed multipotent progenitor,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988048,GSM2255107,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255107,LMPP,SRP065190,BM1077,
SRR3986030,OTHER,152,44176520,PRJNA299657,SAMN05462850,11961426,lymphoid primed multipotent progenitor,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988049,GSM2255108,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255108,LMPP,SRP065190,BM1077,
SRR3986031,OTHER,152,41617904,PRJNA299657,SAMN05462849,10976287,lymphoid primed multipotent progenitor,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988050,GSM2255109,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255109,LMPP,SRP065190,BM1077,
SRR3986032,OTHER,152,45299496,PRJNA299657,SAMN05462848,13020792,lymphoid primed multipotent progenitor,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988051,GSM2255110,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255110,LMPP,SRP065190,BM1077,
SRR3986033,OTHER,152,38982072,PRJNA299657,SAMN05462847,10087253,lymphoid primed multipotent progenitor,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988052,GSM2255111,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255111,LMPP,SRP065190,BM1077,
SRR3986034,OTHER,152,59285320,PRJNA299657,SAMN05462844,15613183,lymphoid primed multipotent progenitor,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988053,GSM2255112,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255112,LMPP,SRP065190,BM1077,
SRR3986035,OTHER,152,92672120,PRJNA299657,SAMN05462843,29703023,lymphoid primed multipotent progenitor,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988054,GSM2255113,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255113,LMPP,SRP065190,BM1077,
SRR3986036,OTHER,152,43609104,PRJNA299657,SAMN05463059,12941005,lymphoid primed multipotent progenitor,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988055,GSM2255114,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255114,LMPP,SRP065190,BM1077,
SRR3986037,OTHER,152,45859312,PRJNA299657,SAMN05463058,12745939,lymphoid primed multipotent progenitor,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988056,GSM2255115,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255115,LMPP,SRP065190,BM1077,
SRR3986038,OTHER,152,40331680,PRJNA299657,SAMN05462846,12112435,lymphoid primed multipotent progenitor,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988057,GSM2255116,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255116,LMPP,SRP065190,BM1077,
SRR3986039,OTHER,152,83880288,PRJNA299657,SAMN05462845,26735475,lymphoid primed multipotent progenitor,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988058,GSM2255117,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255117,LMPP,SRP065190,BM1077,
SRR3986040,OTHER,152,26292352,PRJNA299657,SAMN05463057,7203557,lymphoid primed multipotent progenitor,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988059,GSM2255118,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255118,LMPP,SRP065190,BM1077,
SRR3986041,OTHER,152,32281456,PRJNA299657,SAMN05463056,11333206,lymphoid primed multipotent progenitor,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988060,GSM2255119,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255119,LMPP,SRP065190,BM1077,
SRR3986042,OTHER,152,47254824,PRJNA299657,SAMN05463055,13394176,lymphoid primed multipotent progenitor,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1988061,GSM2255120,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2016-08-22T00:00:00Z,GSM2255120,LMPP,SRP065190,BM1077,
